TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,DATE,nomflow,cleFlow,INDICATEUR,NATURE,AGE,CORRECTION,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,AGE_label_fr,AGE_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en
2015,42.5,A,DEF,A,010001952,A,Taux de pauvreté : 40 à 49 ans - La Réunion,Poverty rate: 40 to 49 years old - La Réunion,2018-06-19,POURCENT,0,D974,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D974.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,974 - La Réunion,974 - La Réunion,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,37.7,A,DEF,A,010001953,A,Taux de pauvreté : 50 à 59 ans - La Réunion,Poverty rate: 50 to 59 years old - La Réunion,2018-06-19,POURCENT,0,D974,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D974.50-59.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,50-59,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,974 - La Réunion,974 - La Réunion,De 50 à 59 ans,From 50 to 59 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,36.7,A,DEF,A,010001953,A,Taux de pauvreté : 50 à 59 ans - La Réunion,Poverty rate: 50 to 59 years old - La Réunion,2018-06-19,POURCENT,0,D974,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D974.50-59.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,50-59,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,974 - La Réunion,974 - La Réunion,De 50 à 59 ans,From 50 to 59 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,34.7,A,DEF,A,010001954,A,Taux de pauvreté : 60 à 74 ans - La Réunion,Poverty rate: 60 to 74 years old - La Réunion,2018-06-19,POURCENT,0,D974,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D974.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,974 - La Réunion,974 - La Réunion,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,33.1,A,DEF,A,010001954,A,Taux de pauvreté : 60 à 74 ans - La Réunion,Poverty rate: 60 to 74 years old - La Réunion,2018-06-19,POURCENT,0,D974,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D974.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,974 - La Réunion,974 - La Réunion,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,42.1,A,DEF,A,010001955,A,Taux de pauvreté : 75 ans ou plus - La Réunion,Poverty rate: 75 years old or over - La Réunion,2018-06-19,POURCENT,0,D974,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D974.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,974 - La Réunion,974 - La Réunion,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,40.4,A,DEF,A,010001955,A,Taux de pauvreté : 75 ans ou plus - La Réunion,Poverty rate: 75 years old or over - La Réunion,2018-06-19,POURCENT,0,D974,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D974.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,974 - La Réunion,974 - La Réunion,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,41.8,A,DEF,A,010001956,A,Taux de pauvreté : Ensemble - La Réunion,Poverty rate: All items - La Réunion,2018-06-19,POURCENT,0,D974,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D974.00-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,00-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,974 - La Réunion,974 - La Réunion,Ensemble,All ages,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,40.4,A,DEF,A,010001956,A,Taux de pauvreté : Ensemble - La Réunion,Poverty rate: All items - La Réunion,2018-06-19,POURCENT,0,D974,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D974.00-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,00-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,974 - La Réunion,974 - La Réunion,Ensemble,All ages,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,15.2,A,DEF,A,001742790,A,Taux de pauvreté : 30 à 39 ans - Charente-Maritime,Poverty rate: 30 to 39 years old - Charente-Maritime,2018-06-19,POURCENT,0,D17,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D17.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,17 - Charente-Maritime,17 - Charente-Maritime,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,15.9,A,DEF,A,001742790,A,Taux de pauvreté : 30 à 39 ans - Charente-Maritime,Poverty rate: 30 to 39 years old - Charente-Maritime,2018-06-19,POURCENT,0,D17,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D17.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,17 - Charente-Maritime,17 - Charente-Maritime,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,16.5,A,DEF,A,001742790,A,Taux de pauvreté : 30 à 39 ans - Charente-Maritime,Poverty rate: 30 to 39 years old - Charente-Maritime,2018-06-19,POURCENT,0,D17,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D17.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,17 - Charente-Maritime,17 - Charente-Maritime,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,16.4,A,DEF,A,001742790,A,Taux de pauvreté : 30 à 39 ans - Charente-Maritime,Poverty rate: 30 to 39 years old - Charente-Maritime,2018-06-19,POURCENT,0,D17,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D17.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,17 - Charente-Maritime,17 - Charente-Maritime,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,16.9,A,DEF,A,001742791,A,Taux de pauvreté : 30 à 39 ans - Cher,Poverty rate: 30 to 39 years old - Cher,2018-06-19,POURCENT,0,D18,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D18.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,18 - Cher,18 - Cher,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,18.3,A,DEF,A,001742791,A,Taux de pauvreté : 30 à 39 ans - Cher,Poverty rate: 30 to 39 years old - Cher,2018-06-19,POURCENT,0,D18,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D18.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,18 - Cher,18 - Cher,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,18.7,A,DEF,A,001742791,A,Taux de pauvreté : 30 à 39 ans - Cher,Poverty rate: 30 to 39 years old - Cher,2018-06-19,POURCENT,0,D18,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D18.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,18 - Cher,18 - Cher,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,19.2,A,DEF,A,001742791,A,Taux de pauvreté : 30 à 39 ans - Cher,Poverty rate: 30 to 39 years old - Cher,2018-06-19,POURCENT,0,D18,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D18.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,18 - Cher,18 - Cher,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,15.0,A,DEF,A,001742792,A,Taux de pauvreté : 30 à 39 ans - Corrèze,Poverty rate: 30 to 39 years old - Corrèze,2018-06-19,POURCENT,0,D19,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D19.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,19 - Corrèze,19 - Corrèze,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,15.5,A,DEF,A,001742792,A,Taux de pauvreté : 30 à 39 ans - Corrèze,Poverty rate: 30 to 39 years old - Corrèze,2018-06-19,POURCENT,0,D19,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D19.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,19 - Corrèze,19 - Corrèze,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,16.3,A,DEF,A,001742792,A,Taux de pauvreté : 30 à 39 ans - Corrèze,Poverty rate: 30 to 39 years old - Corrèze,2018-06-19,POURCENT,0,D19,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D19.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,19 - Corrèze,19 - Corrèze,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,15.7,A,DEF,A,001742792,A,Taux de pauvreté : 30 à 39 ans - Corrèze,Poverty rate: 30 to 39 years old - Corrèze,2018-06-19,POURCENT,0,D19,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D19.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,19 - Corrèze,19 - Corrèze,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,17.7,A,DEF,A,001742793,A,Taux de pauvreté : 30 à 39 ans - Corse-du-Sud,Poverty rate: 30 to 39 years old - Corse-du-Sud,2018-06-19,POURCENT,0,D2A,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2A.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2A - Corse-du-Sud,2A - Corse-du-Sud,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,18.5,A,DEF,A,001742793,A,Taux de pauvreté : 30 à 39 ans - Corse-du-Sud,Poverty rate: 30 to 39 years old - Corse-du-Sud,2018-06-19,POURCENT,0,D2A,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2A.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2A - Corse-du-Sud,2A - Corse-du-Sud,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,19.4,A,DEF,A,001742793,A,Taux de pauvreté : 30 à 39 ans - Corse-du-Sud,Poverty rate: 30 to 39 years old - Corse-du-Sud,2018-06-19,POURCENT,0,D2A,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2A.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2A - Corse-du-Sud,2A - Corse-du-Sud,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,19.9,A,DEF,A,001742793,A,Taux de pauvreté : 30 à 39 ans - Corse-du-Sud,Poverty rate: 30 to 39 years old - Corse-du-Sud,2018-06-19,POURCENT,0,D2A,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2A.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2A - Corse-du-Sud,2A - Corse-du-Sud,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,24.2,A,DEF,A,001742794,A,Taux de pauvreté : 30 à 39 ans - Haute-Corse,Poverty rate: 30 to 39 years old - Haute-Corse,2018-06-19,POURCENT,0,D2B,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2B.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2B - Haute-Corse,2B - Haute-Corse,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,24.9,A,DEF,A,001742794,A,Taux de pauvreté : 30 à 39 ans - Haute-Corse,Poverty rate: 30 to 39 years old - Haute-Corse,2018-06-19,POURCENT,0,D2B,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2B.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2B - Haute-Corse,2B - Haute-Corse,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,26.0,A,DEF,A,001742794,A,Taux de pauvreté : 30 à 39 ans - Haute-Corse,Poverty rate: 30 to 39 years old - Haute-Corse,2018-06-19,POURCENT,0,D2B,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2B.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2B - Haute-Corse,2B - Haute-Corse,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,25.2,A,DEF,A,001742794,A,Taux de pauvreté : 30 à 39 ans - Haute-Corse,Poverty rate: 30 to 39 years old - Haute-Corse,2018-06-19,POURCENT,0,D2B,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2B.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2B - Haute-Corse,2B - Haute-Corse,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,12.1,A,DEF,A,001742795,A,Taux de pauvreté : 30 à 39 ans - Côte-d'Or,Poverty rate: 30 to 39 years old - Côte-d'Or,2018-06-19,POURCENT,0,D21,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D21.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,21 - Côte-d'Or,21 - Côte-d'Or,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,12.8,A,DEF,A,001742795,A,Taux de pauvreté : 30 à 39 ans - Côte-d'Or,Poverty rate: 30 to 39 years old - Côte-d'Or,2018-06-19,POURCENT,0,D21,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D21.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,21 - Côte-d'Or,21 - Côte-d'Or,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,13.3,A,DEF,A,001742795,A,Taux de pauvreté : 30 à 39 ans - Côte-d'Or,Poverty rate: 30 to 39 years old - Côte-d'Or,2018-06-19,POURCENT,0,D21,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D21.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,21 - Côte-d'Or,21 - Côte-d'Or,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,13.9,A,DEF,A,001742795,A,Taux de pauvreté : 30 à 39 ans - Côte-d'Or,Poverty rate: 30 to 39 years old - Côte-d'Or,2018-06-19,POURCENT,0,D21,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D21.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,21 - Côte-d'Or,21 - Côte-d'Or,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,12.5,A,DEF,A,001742796,A,Taux de pauvreté : 30 à 39 ans - Côtes-d'Armor,Poverty rate: 30 to 39 years old - Côtes-d'Armor,2018-06-19,POURCENT,0,D22,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D22.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,22 - Côtes-d'Armor,22 - Côtes-d'Armor,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,13.2,A,DEF,A,001742796,A,Taux de pauvreté : 30 à 39 ans - Côtes-d'Armor,Poverty rate: 30 to 39 years old - Côtes-d'Armor,2018-06-19,POURCENT,0,D22,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D22.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,22 - Côtes-d'Armor,22 - Côtes-d'Armor,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,13.7,A,DEF,A,001742796,A,Taux de pauvreté : 30 à 39 ans - Côtes-d'Armor,Poverty rate: 30 to 39 years old - Côtes-d'Armor,2018-06-19,POURCENT,0,D22,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D22.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,22 - Côtes-d'Armor,22 - Côtes-d'Armor,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,14.1,A,DEF,A,001742796,A,Taux de pauvreté : 30 à 39 ans - Côtes-d'Armor,Poverty rate: 30 to 39 years old - Côtes-d'Armor,2018-06-19,POURCENT,0,D22,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D22.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,22 - Côtes-d'Armor,22 - Côtes-d'Armor,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,22.4,A,DEF,A,001742797,A,Taux de pauvreté : 30 à 39 ans - Creuse,Poverty rate: 30 to 39 years old - Creuse,2018-06-19,POURCENT,0,D23,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D23.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,23 - Creuse,23 - Creuse,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,23.1,A,DEF,A,001742797,A,Taux de pauvreté : 30 à 39 ans - Creuse,Poverty rate: 30 to 39 years old - Creuse,2018-06-19,POURCENT,0,D23,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D23.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,23 - Creuse,23 - Creuse,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,22.0,A,DEF,A,001742797,A,Taux de pauvreté : 30 à 39 ans - Creuse,Poverty rate: 30 to 39 years old - Creuse,2018-06-19,POURCENT,0,D23,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D23.30-39.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,30-39,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,23 - Creuse,23 - Creuse,De 30 à 39 ans,From 30 to 39 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
