periode,indice_prix,description,zone,id_serie,annee,trimestre
2002-Q2,54.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2002,2
2002-Q3,55.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2002,3
2002-Q4,57.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2002,4
2003-Q1,57.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2003,1
2003-Q2,61.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2003,2
2003-Q3,63.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2003,3
2003-Q4,65.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2003,4
2004-Q1,66.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2004,1
2004-Q2,70.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2004,2
2004-Q3,74.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2004,3
2004-Q4,79.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2004,4
2005-Q1,80.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2005,1
2005-Q2,85.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2005,2
2005-Q3,89.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2005,3
2005-Q4,91.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2005,4
2006-Q1,93.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2006,1
2006-Q2,97.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2006,2
2006-Q3,103.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2006,3
2006-Q4,105.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2006,4
2007-Q1,100.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2007,1
2007-Q2,105.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2007,2
2007-Q3,107.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2007,3
2007-Q4,108.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2007,4
2008-Q1,106.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2008,1
2008-Q2,107.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2008,2
2008-Q3,106.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2008,3
2008-Q4,104.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2008,4
2009-Q1,99.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2009,1
2009-Q2,99.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2009,2
2009-Q3,100.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2009,3
2009-Q4,101.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2009,4
2010-Q1,100.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2010,1
2010-Q2,103.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2010,2
2010-Q3,105.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2010,3
2010-Q4,106.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2010,4
2011-Q1,104.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2011,1
2011-Q2,106.5,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2011,2
2011-Q3,108.5,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2011,3
2011-Q4,108.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2011,4
2012-Q1,105.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2012,1
2012-Q2,105.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2012,2
2012-Q3,105.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2012,3
2012-Q4,104.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2012,4
2013-Q1,101.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2013,1
2013-Q2,102.5,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2013,2
2013-Q3,103.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2013,3
2013-Q4,103.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2013,4
2014-Q1,101.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2014,1
2014-Q2,102.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2014,2
2014-Q3,102.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2014,3
2014-Q4,100.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2014,4
2015-Q1,99.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2015,1
2015-Q2,99.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2015,2
2015-Q3,101.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2015,3
2015-Q4,99.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2015,4
2016-Q1,97.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2016,1
2016-Q2,99.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2016,2
2016-Q3,100.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2016,3
2016-Q4,99.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2016,4
2017-Q1,100.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2017,1
2017-Q2,101.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2017,2
2017-Q3,102.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2017,3
2017-Q4,102.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2017,4
2018-Q1,101.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2018,1
2018-Q2,101.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2018,2
2018-Q3,103.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2018,3
2018-Q4,103.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2018,4
2019-Q1,102.5,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2019,1
2019-Q2,104.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2019,2
2019-Q3,105.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2019,3
2019-Q4,106.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2019,4
2020-Q1,107.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2020,1
2020-Q2,109.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2020,2
2020-Q3,110.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2020,3
2020-Q4,112.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2020,4
2021-Q1,113.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2021,1
2021-Q2,116.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2021,2
2021-Q3,120.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2021,3
2021-Q4,123.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2021,4
2022-Q1,124.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2022,1
2022-Q2,128.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2022,2
2022-Q3,131.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2022,3
2022-Q4,132.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2022,4
2023-Q1,132.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2023,1
2023-Q2,134.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2023,2
2023-Q3,136.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2023,3
2023-Q4,134.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2023,4
2024-Q1,131.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2024,1
2024-Q2,133.5,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2024,2
2024-Q3,134.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2024,3
2024-Q4,134.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2024,4
2025-Q1,134.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2025,1
2025-Q2,135.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2025,2
2025-Q3,138.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,PRA-10000R,10567068,2025,3
1994-Q4,42.5,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1994,4
1995-Q1,42.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1995,1
1995-Q2,42.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1995,2
1995-Q3,42.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1995,3
1995-Q4,42.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1995,4
1996-Q1,42.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1996,1
1996-Q2,43.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1996,2
1996-Q3,44.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1996,3
1996-Q4,43.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1996,4
1997-Q1,41.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1997,1
1997-Q2,42.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1997,2
1997-Q3,41.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1997,3
1997-Q4,41.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1997,4
1998-Q1,42.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1998,1
1998-Q2,42.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1998,2
1998-Q3,42.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1998,3
1998-Q4,43.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1998,4
1999-Q1,44.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1999,1
1999-Q2,44.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1999,2
1999-Q3,44.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1999,3
1999-Q4,46.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,1999,4
2000-Q1,46.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2000,1
2000-Q2,47.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2000,2
2000-Q3,48.5,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2000,3
2000-Q4,48.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2000,4
2001-Q1,49.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2001,1
2001-Q2,50.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2001,2
2001-Q3,50.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2001,3
2001-Q4,51.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2001,4
2002-Q1,52.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2002,1
2002-Q2,54.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2002,2
2002-Q3,55.4,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2002,3
2002-Q4,57.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2002,4
2003-Q1,58.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2003,1
2003-Q2,60.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2003,2
2003-Q3,62.7,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2003,3
2003-Q4,64.5,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2003,4
2004-Q1,68.3,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2004,1
2004-Q2,69.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2004,2
2004-Q3,74.0,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2004,3
2004-Q4,79.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2004,4
2005-Q1,81.9,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2005,1
2005-Q2,85.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2005,2
2005-Q3,88.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2005,3
2005-Q4,90.1,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2005,4
2006-Q1,95.6,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2006,1
2006-Q2,97.8,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2006,2
2006-Q3,102.5,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2006,3
2006-Q4,104.2,Indice des prix des logements anciens - Province : agglomérations de moins de 10 000 habitants et zones rurales - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,PRA-10000R,10567069,2006,4
