periode,nb_logements,description,zone,id_serie,annee
2017,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2017
2018,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2018
2019,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2019
2020,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2020
2021,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2021
2022,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2022
2023,17.6,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2023
2024,17.6,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2024
2025,17.6,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2025
1982,27.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1982
1983,26.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1983
1984,26.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1984
1985,25.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1985
1986,25.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1986
1987,24.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1987
1988,24.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1988
1989,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1989
1990,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1990
1991,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1991
1992,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1992
1993,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1993
1994,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1994
1995,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1995
1996,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1996
1997,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1997
1998,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1998
1999,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,1999
2000,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2000
2001,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2001
2002,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2002
2003,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2003
2004,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2004
2005,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2005
2006,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2006
2007,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2007
2008,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2008
2009,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2009
2010,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2010
2011,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2011
2012,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2012
2013,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2013
2014,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2014
2015,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2015
2016,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2016
2017,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2017
2018,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2018
2019,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2019
2020,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2020
2021,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2021
2022,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2022
2023,22.6,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2023
2024,22.6,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2024
2025,22.7,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur privé - France métropolitaine,FM,1687226,2025
1982,8.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1982
1983,8.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1983
1984,7.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1984
1985,7.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1985
1986,7.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1986
1987,6.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1987
1988,6.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1988
1989,6.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1989
1990,5.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1990
1991,5.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1991
1992,5.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1992
1993,5.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1993
1994,5.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1994
1995,5.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1995
1996,5.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1996
1997,4.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1997
1998,4.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1998
1999,4.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,1999
2000,4.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2000
2001,4.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2001
2002,4.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2002
2003,3.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2003
2004,3.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2004
2005,3.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2005
2006,3.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2006
2007,3.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2007
2008,3.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2008
2009,3.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2009
2010,3.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2010
2011,3.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2011
2012,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2012
2013,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2013
2014,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2014
2015,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2015
2016,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2016
2017,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2017
2018,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2018
2019,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2019
2020,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2020
2021,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2021
2022,2.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2022
2023,2.1,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2023
2024,2.1,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2024
2025,2.1,Estimation annuelle du parc de logements - Résidences principales - Proportion de logés gratuitement - France métropolitaine,FM,1687227,2025
1982,24023.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1982
1983,24385.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1983
1984,24761.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1984
1985,25117.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1985
1986,25453.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1986
1987,25787.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1987
1988,26097.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1988
1989,26377.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1989
1990,26656.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1990
1991,26974.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1991
1992,27264.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1992
1993,27553.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1993
1994,27835.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1994
1995,28134.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1995
1996,28428.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1996
1997,28710.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1997
1998,28992.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1998
1999,29266.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,1999
2000,29614.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2000
2001,29972.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2001
2002,30319.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2002
2003,30669.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2003
2004,31031.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2004
2005,31395.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2005
2006,31784.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2006
2007,32190.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2007
2008,32580.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2008
2009,32952.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2009
2010,33314.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2010
2011,33672.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2011
2012,34038.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2012
2013,34415.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2013
2014,34800.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2014
2015,35182.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2015
2016,35535.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2016
2017,35880.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2017
2018,36222.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2018
2019,36563.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2019
2020,36895.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2020
2021,37196.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2021
2022,37517.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2022
2023,37837.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2023
2024,38144.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2024
2025,38437.0,Estimation annuelle du parc de logements - Nombre total de logements - France hors Mayotte,FR-D976,1791241,2025
1982,19849.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1982
1983,20131.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1983
1984,20425.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1984
1985,20702.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1985
1986,20962.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1986
1987,21221.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1987
1988,21462.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1988
1989,21679.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1989
1990,21894.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1990
1991,22182.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1991
1992,22448.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1992
1993,22712.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1993
1994,22972.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1994
1995,23246.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1995
1996,23516.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1996
1997,23778.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1997
1998,24039.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1998
1999,24337.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,1999
2000,24671.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2000
2001,25016.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2001
2002,25371.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2002
2003,25721.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2003
2004,26061.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2004
2005,26400.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2005
2006,26718.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2006
2007,27040.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2007
2008,27319.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2008
2009,27582.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2009
2010,27835.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2010
2011,28091.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2011
2012,28319.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2012
2013,28566.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2013
2014,28817.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2014
2015,29064.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2015
2016,29289.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2016
2017,29532.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2017
2018,29807.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2018
2019,30071.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2019
2020,30348.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2020
2021,30608.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2021
2022,30911.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2022
2023,31192.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2023
2024,31463.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2024
2025,31722.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Ensemble - France hors Mayotte,FR-D976,1791242,2025
1982,2279.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1982
1983,2350.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1983
1984,2423.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1984
1985,2496.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1985
1986,2566.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1986
1987,2637.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1987
1988,2703.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1988
1989,2767.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1989
1990,2831.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1990
1991,2845.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1991
1992,2856.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1992
1993,2866.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1993
1994,2875.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1994
1995,2886.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1995
1996,2896.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1996
1997,2904.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1997
1998,2912.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1998
1999,2920.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,1999
2000,2938.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2000
2001,2954.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2001
2002,2970.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2002
2003,2992.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2003
2004,3018.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2004
2005,3049.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2005
2006,3090.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2006
2007,3108.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2007
2008,3127.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2008
2009,3128.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2009
2010,3139.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2010
2011,3157.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2011
2012,3196.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2012
2013,3232.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2013
2014,3287.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2014
2015,3347.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2015
2016,3407.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2016
2017,3465.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2017
2018,3514.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2018
2019,3545.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2019
2020,3587.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2020
2021,3623.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2021
2022,3651.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2022
2023,3686.0,Estimation annuelle du parc de logements - Nombre de résidences secondaires et logements occasionnels - France hors Mayotte,FR-D976,1791243,2023
