periode,taux_pauvrete,description,zone,id_serie,annee
2014,23.6,Taux de pauvreté : 40 à 49 ans - Vaucluse,D84,1743020,2014
2015,24.0,Taux de pauvreté : 40 à 49 ans - Vaucluse,D84,1743020,2015
2012,11.8,Taux de pauvreté : 40 à 49 ans - Vendée,D85,1743021,2012
2013,12.2,Taux de pauvreté : 40 à 49 ans - Vendée,D85,1743021,2013
2014,12.4,Taux de pauvreté : 40 à 49 ans - Vendée,D85,1743021,2014
2015,12.6,Taux de pauvreté : 40 à 49 ans - Vendée,D85,1743021,2015
2012,17.5,Taux de pauvreté : 40 à 49 ans - Haute-Vienne,D87,1743023,2012
2013,17.7,Taux de pauvreté : 40 à 49 ans - Haute-Vienne,D87,1743023,2013
2014,18.3,Taux de pauvreté : 40 à 49 ans - Haute-Vienne,D87,1743023,2014
2015,18.3,Taux de pauvreté : 40 à 49 ans - Haute-Vienne,D87,1743023,2015
2012,11.7,Taux de pauvreté : 50 à 59 ans - Rhône,D69,1742243,2012
2013,12.4,Taux de pauvreté : 50 à 59 ans - Rhône,D69,1742243,2013
2014,12.8,Taux de pauvreté : 50 à 59 ans - Rhône,D69,1742243,2014
2015,13.4,Taux de pauvreté : 50 à 59 ans - Rhône,D69,1742243,2015
2012,10.4,Taux de pauvreté : 30 à 39 ans - Ille-et-Vilaine,D35,1742809,2012
2013,11.1,Taux de pauvreté : 30 à 39 ans - Ille-et-Vilaine,D35,1742809,2013
2014,11.7,Taux de pauvreté : 30 à 39 ans - Ille-et-Vilaine,D35,1742809,2014
2015,12.3,Taux de pauvreté : 30 à 39 ans - Ille-et-Vilaine,D35,1742809,2015
2012,16.2,Taux de pauvreté : 30 à 39 ans - Indre,D36,1742810,2012
2013,17.6,Taux de pauvreté : 30 à 39 ans - Indre,D36,1742810,2013
2014,18.4,Taux de pauvreté : 30 à 39 ans - Indre,D36,1742810,2014
2015,18.8,Taux de pauvreté : 30 à 39 ans - Indre,D36,1742810,2015
2012,12.7,Taux de pauvreté : 30 à 39 ans - Indre-et-Loire,D37,1742811,2012
2013,13.7,Taux de pauvreté : 30 à 39 ans - Indre-et-Loire,D37,1742811,2013
2014,14.4,Taux de pauvreté : 30 à 39 ans - Indre-et-Loire,D37,1742811,2014
2015,15.1,Taux de pauvreté : 30 à 39 ans - Indre-et-Loire,D37,1742811,2015
2012,12.5,Taux de pauvreté : 30 à 39 ans - Isère,D38,1742812,2012
2013,12.9,Taux de pauvreté : 30 à 39 ans - Isère,D38,1742812,2013
2014,13.5,Taux de pauvreté : 30 à 39 ans - Isère,D38,1742812,2014
2015,13.9,Taux de pauvreté : 30 à 39 ans - Isère,D38,1742812,2015
2012,13.9,Taux de pauvreté : 30 à 39 ans - Jura,D39,1742813,2012
2013,14.5,Taux de pauvreté : 30 à 39 ans - Jura,D39,1742813,2013
2014,14.7,Taux de pauvreté : 30 à 39 ans - Jura,D39,1742813,2014
2015,14.5,Taux de pauvreté : 30 à 39 ans - Jura,D39,1742813,2015
2012,12.8,Taux de pauvreté : 30 à 39 ans - Landes,D40,1742814,2012
2013,13.9,Taux de pauvreté : 30 à 39 ans - Landes,D40,1742814,2013
2014,13.9,Taux de pauvreté : 30 à 39 ans - Landes,D40,1742814,2014
2015,14.3,Taux de pauvreté : 30 à 39 ans - Landes,D40,1742814,2015
2012,16.2,Taux de pauvreté : 30 à 39 ans - Loire,D42,1742816,2012
2013,17.3,Taux de pauvreté : 30 à 39 ans - Loire,D42,1742816,2013
2014,17.7,Taux de pauvreté : 30 à 39 ans - Loire,D42,1742816,2014
2015,18.5,Taux de pauvreté : 30 à 39 ans - Loire,D42,1742816,2015
2012,18.9,Taux de pauvreté : 30 à 39 ans - Haute-Marne,D52,1742861,2012
2013,19.5,Taux de pauvreté : 30 à 39 ans - Haute-Marne,D52,1742861,2013
2014,20.2,Taux de pauvreté : 30 à 39 ans - Haute-Marne,D52,1742861,2014
2015,20.2,Taux de pauvreté : 30 à 39 ans - Haute-Marne,D52,1742861,2015
2012,11.3,Taux de pauvreté : 30 à 39 ans - Mayenne,D53,1742862,2012
2013,12.0,Taux de pauvreté : 30 à 39 ans - Mayenne,D53,1742862,2013
2014,12.6,Taux de pauvreté : 30 à 39 ans - Mayenne,D53,1742862,2014
2015,13.8,Taux de pauvreté : 30 à 39 ans - Mayenne,D53,1742862,2015
2012,17.0,Taux de pauvreté : 30 à 39 ans - Meurthe-et-Moselle,D54,1742863,2012
2013,17.2,Taux de pauvreté : 30 à 39 ans - Meurthe-et-Moselle,D54,1742863,2013
2014,17.5,Taux de pauvreté : 30 à 39 ans - Meurthe-et-Moselle,D54,1742863,2014
2015,17.7,Taux de pauvreté : 30 à 39 ans - Meurthe-et-Moselle,D54,1742863,2015
2012,17.2,Taux de pauvreté : 30 à 39 ans - Meuse,D55,1742864,2012
2013,18.0,Taux de pauvreté : 30 à 39 ans - Meuse,D55,1742864,2013
2014,17.9,Taux de pauvreté : 30 à 39 ans - Meuse,D55,1742864,2014
2015,18.5,Taux de pauvreté : 30 à 39 ans - Meuse,D55,1742864,2015
2012,12.0,Taux de pauvreté : 30 à 39 ans - Morbihan,D56,1742865,2012
2013,13.2,Taux de pauvreté : 30 à 39 ans - Morbihan,D56,1742865,2013
2014,13.5,Taux de pauvreté : 30 à 39 ans - Morbihan,D56,1742865,2014
2015,13.8,Taux de pauvreté : 30 à 39 ans - Morbihan,D56,1742865,2015
2012,18.6,Taux de pauvreté : 30 à 39 ans - Moselle,D57,1742866,2012
2013,18.7,Taux de pauvreté : 30 à 39 ans - Moselle,D57,1742866,2013
2014,18.8,Taux de pauvreté : 30 à 39 ans - Moselle,D57,1742866,2014
2015,19.3,Taux de pauvreté : 30 à 39 ans - Moselle,D57,1742866,2015
2012,19.0,Taux de pauvreté : 30 à 39 ans - Nièvre,D58,1742867,2012
2013,19.6,Taux de pauvreté : 30 à 39 ans - Nièvre,D58,1742867,2013
2014,20.2,Taux de pauvreté : 30 à 39 ans - Nièvre,D58,1742867,2014
2015,21.0,Taux de pauvreté : 30 à 39 ans - Nièvre,D58,1742867,2015
2012,20.7,Taux de pauvreté : 30 à 39 ans - Nord,D59,1742868,2012
2013,21.7,Taux de pauvreté : 30 à 39 ans - Nord,D59,1742868,2013
2014,22.2,Taux de pauvreté : 30 à 39 ans - Nord,D59,1742868,2014
2015,22.5,Taux de pauvreté : 30 à 39 ans - Nord,D59,1742868,2015
2012,14.3,Taux de pauvreté : 30 à 39 ans - Oise,D60,1742869,2012
2013,15.3,Taux de pauvreté : 30 à 39 ans - Oise,D60,1742869,2013
2014,15.6,Taux de pauvreté : 30 à 39 ans - Oise,D60,1742869,2014
2015,16.2,Taux de pauvreté : 30 à 39 ans - Oise,D60,1742869,2015
2012,18.4,Taux de pauvreté : 30 à 39 ans - Orne,D61,1742870,2012
2013,19.9,Taux de pauvreté : 30 à 39 ans - Orne,D61,1742870,2013
2014,20.1,Taux de pauvreté : 30 à 39 ans - Orne,D61,1742870,2014
2015,20.7,Taux de pauvreté : 30 à 39 ans - Orne,D61,1742870,2015
2012,23.0,Taux de pauvreté : 30 à 39 ans - Pas-de-Calais,D62,1742871,2012
2013,23.8,Taux de pauvreté : 30 à 39 ans - Pas-de-Calais,D62,1742871,2013
2014,24.3,Taux de pauvreté : 30 à 39 ans - Pas-de-Calais,D62,1742871,2014
2015,24.5,Taux de pauvreté : 30 à 39 ans - Pas-de-Calais,D62,1742871,2015
2012,13.5,Taux de pauvreté : 30 à 39 ans - Puy-de-Dôme,D63,1742872,2012
2013,14.4,Taux de pauvreté : 30 à 39 ans - Puy-de-Dôme,D63,1742872,2013
2014,14.8,Taux de pauvreté : 30 à 39 ans - Puy-de-Dôme,D63,1742872,2014
2015,15.1,Taux de pauvreté : 30 à 39 ans - Puy-de-Dôme,D63,1742872,2015
2012,12.4,Taux de pauvreté : 30 à 39 ans - Pyrénées-Atlantiques,D64,1742873,2012
2013,13.3,Taux de pauvreté : 30 à 39 ans - Pyrénées-Atlantiques,D64,1742873,2013
2014,13.3,Taux de pauvreté : 30 à 39 ans - Pyrénées-Atlantiques,D64,1742873,2014
2015,13.8,Taux de pauvreté : 30 à 39 ans - Pyrénées-Atlantiques,D64,1742873,2015
2012,17.1,Taux de pauvreté : 30 à 39 ans - Hautes-Pyrénées,D65,1742874,2012
2013,18.1,Taux de pauvreté : 30 à 39 ans - Hautes-Pyrénées,D65,1742874,2013
2014,18.5,Taux de pauvreté : 30 à 39 ans - Hautes-Pyrénées,D65,1742874,2014
2015,19.0,Taux de pauvreté : 30 à 39 ans - Hautes-Pyrénées,D65,1742874,2015
2012,24.0,Taux de pauvreté : 30 à 39 ans - Pyrénées-Orientales,D66,1742875,2012
2013,25.2,Taux de pauvreté : 30 à 39 ans - Pyrénées-Orientales,D66,1742875,2013
2014,26.2,Taux de pauvreté : 30 à 39 ans - Pyrénées-Orientales,D66,1742875,2014
2015,26.3,Taux de pauvreté : 30 à 39 ans - Pyrénées-Orientales,D66,1742875,2015
2012,14.9,Taux de pauvreté : 30 à 39 ans - Bas-Rhin,D67,1742876,2012
2013,15.8,Taux de pauvreté : 30 à 39 ans - Bas-Rhin,D67,1742876,2013
2014,16.7,Taux de pauvreté : 30 à 39 ans - Bas-Rhin,D67,1742876,2014
2015,17.2,Taux de pauvreté : 30 à 39 ans - Bas-Rhin,D67,1742876,2015
2012,14.5,Taux de pauvreté : 30 à 39 ans - Rhône,D69,1742878,2012
2013,15.6,Taux de pauvreté : 30 à 39 ans - Rhône,D69,1742878,2013
2014,15.9,Taux de pauvreté : 30 à 39 ans - Rhône,D69,1742878,2014
2015,16.0,Taux de pauvreté : 30 à 39 ans - Rhône,D69,1742878,2015
2012,16.0,Taux de pauvreté : 30 à 39 ans - Haute-Saône,D70,1742879,2012
2013,17.2,Taux de pauvreté : 30 à 39 ans - Haute-Saône,D70,1742879,2013
2014,17.3,Taux de pauvreté : 30 à 39 ans - Haute-Saône,D70,1742879,2014
2015,17.1,Taux de pauvreté : 30 à 39 ans - Haute-Saône,D70,1742879,2015
2012,15.2,Taux de pauvreté : 30 à 39 ans - Saône-et-Loire,D71,1742880,2012
2013,16.4,Taux de pauvreté : 30 à 39 ans - Saône-et-Loire,D71,1742880,2013
2014,16.5,Taux de pauvreté : 30 à 39 ans - Saône-et-Loire,D71,1742880,2014
2015,17.0,Taux de pauvreté : 30 à 39 ans - Saône-et-Loire,D71,1742880,2015
2012,14.9,Taux de pauvreté : 30 à 39 ans - Sarthe,D72,1742881,2012
2013,15.6,Taux de pauvreté : 30 à 39 ans - Sarthe,D72,1742881,2013
2014,16.3,Taux de pauvreté : 30 à 39 ans - Sarthe,D72,1742881,2014
2015,16.8,Taux de pauvreté : 30 à 39 ans - Sarthe,D72,1742881,2015
2012,11.1,Taux de pauvreté : 30 à 39 ans - Savoie,D73,1742882,2012
2013,11.8,Taux de pauvreté : 30 à 39 ans - Savoie,D73,1742882,2013
2014,12.5,Taux de pauvreté : 30 à 39 ans - Savoie,D73,1742882,2014
2015,12.5,Taux de pauvreté : 30 à 39 ans - Savoie,D73,1742882,2015
2012,10.0,Taux de pauvreté : 30 à 39 ans - Haute-Savoie,D74,1742883,2012
2013,10.2,Taux de pauvreté : 30 à 39 ans - Haute-Savoie,D74,1742883,2013
2014,10.4,Taux de pauvreté : 30 à 39 ans - Haute-Savoie,D74,1742883,2014
2015,10.1,Taux de pauvreté : 30 à 39 ans - Haute-Savoie,D74,1742883,2015
2012,14.0,Taux de pauvreté : 30 à 39 ans - Paris,D75,1742884,2012
2013,14.1,Taux de pauvreté : 30 à 39 ans - Paris,D75,1742884,2013
2014,13.9,Taux de pauvreté : 30 à 39 ans - Paris,D75,1742884,2014
2015,13.5,Taux de pauvreté : 30 à 39 ans - Paris,D75,1742884,2015
2012,16.2,Taux de pauvreté : 30 à 39 ans - Seine-Maritime,D76,1742885,2012
2013,17.0,Taux de pauvreté : 30 à 39 ans - Seine-Maritime,D76,1742885,2013
2014,17.5,Taux de pauvreté : 30 à 39 ans - Seine-Maritime,D76,1742885,2014
2015,17.9,Taux de pauvreté : 30 à 39 ans - Seine-Maritime,D76,1742885,2015
2012,12.4,Taux de pauvreté : 30 à 39 ans - Seine-et-Marne,D77,1742886,2012
2013,13.4,Taux de pauvreté : 30 à 39 ans - Seine-et-Marne,D77,1742886,2013
2014,13.6,Taux de pauvreté : 30 à 39 ans - Seine-et-Marne,D77,1742886,2014
2015,13.9,Taux de pauvreté : 30 à 39 ans - Seine-et-Marne,D77,1742886,2015
2012,10.0,Taux de pauvreté : 30 à 39 ans - Yvelines,D78,1742887,2012
2013,10.9,Taux de pauvreté : 30 à 39 ans - Yvelines,D78,1742887,2013
2014,11.4,Taux de pauvreté : 30 à 39 ans - Yvelines,D78,1742887,2014
2015,11.5,Taux de pauvreté : 30 à 39 ans - Yvelines,D78,1742887,2015
2012,11.8,Taux de pauvreté : 30 à 39 ans - Deux-Sèvres,D79,1742888,2012
2013,12.8,Taux de pauvreté : 30 à 39 ans - Deux-Sèvres,D79,1742888,2013
2014,13.4,Taux de pauvreté : 30 à 39 ans - Deux-Sèvres,D79,1742888,2014
2015,13.9,Taux de pauvreté : 30 à 39 ans - Deux-Sèvres,D79,1742888,2015
2012,17.2,Taux de pauvreté : 30 à 39 ans - Tarn,D81,1742890,2012
2013,18.0,Taux de pauvreté : 30 à 39 ans - Tarn,D81,1742890,2013
2014,18.7,Taux de pauvreté : 30 à 39 ans - Tarn,D81,1742890,2014
2015,19.3,Taux de pauvreté : 30 à 39 ans - Tarn,D81,1742890,2015
2012,16.9,Taux de pauvreté : 30 à 39 ans - Tarn-et-Garonne,D82,1742891,2012
2013,18.4,Taux de pauvreté : 30 à 39 ans - Tarn-et-Garonne,D82,1742891,2013
2014,18.6,Taux de pauvreté : 30 à 39 ans - Tarn-et-Garonne,D82,1742891,2014
2015,19.4,Taux de pauvreté : 30 à 39 ans - Tarn-et-Garonne,D82,1742891,2015
2012,17.9,Taux de pauvreté : 30 à 39 ans - Var,D83,1742892,2012
2013,19.0,Taux de pauvreté : 30 à 39 ans - Var,D83,1742892,2013
2014,19.7,Taux de pauvreté : 30 à 39 ans - Var,D83,1742892,2014
2015,19.9,Taux de pauvreté : 30 à 39 ans - Var,D83,1742892,2015
2012,22.1,Taux de pauvreté : 30 à 39 ans - Vaucluse,D84,1742893,2012
2013,23.8,Taux de pauvreté : 30 à 39 ans - Vaucluse,D84,1742893,2013
2014,24.0,Taux de pauvreté : 30 à 39 ans - Vaucluse,D84,1742893,2014
2015,24.2,Taux de pauvreté : 30 à 39 ans - Vaucluse,D84,1742893,2015
2012,9.5,Taux de pauvreté : 30 à 39 ans - Vendée,D85,1742894,2012
2013,10.0,Taux de pauvreté : 30 à 39 ans - Vendée,D85,1742894,2013
2014,10.4,Taux de pauvreté : 30 à 39 ans - Vendée,D85,1742894,2014
2015,10.6,Taux de pauvreté : 30 à 39 ans - Vendée,D85,1742894,2015
2012,14.1,Taux de pauvreté : 30 à 39 ans - Vienne,D86,1742895,2012
2013,14.9,Taux de pauvreté : 30 à 39 ans - Vienne,D86,1742895,2013
2014,15.7,Taux de pauvreté : 30 à 39 ans - Vienne,D86,1742895,2014
2015,16.4,Taux de pauvreté : 30 à 39 ans - Vienne,D86,1742895,2015
2012,17.6,Taux de pauvreté : 30 à 39 ans - Haute-Vienne,D87,1742896,2012
2013,18.5,Taux de pauvreté : 30 à 39 ans - Haute-Vienne,D87,1742896,2013
2014,19.0,Taux de pauvreté : 30 à 39 ans - Haute-Vienne,D87,1742896,2014
2015,20.1,Taux de pauvreté : 30 à 39 ans - Haute-Vienne,D87,1742896,2015
2012,18.3,Taux de pauvreté : 30 à 39 ans - Vosges,D88,1742897,2012
2013,19.8,Taux de pauvreté : 30 à 39 ans - Vosges,D88,1742897,2013
2014,20.8,Taux de pauvreté : 30 à 39 ans - Vosges,D88,1742897,2014
2015,20.9,Taux de pauvreté : 30 à 39 ans - Vosges,D88,1742897,2015
2012,16.3,Taux de pauvreté : 30 à 39 ans - Yonne,D89,1742898,2012
2013,17.4,Taux de pauvreté : 30 à 39 ans - Yonne,D89,1742898,2013
2014,18.0,Taux de pauvreté : 30 à 39 ans - Yonne,D89,1742898,2014
2015,18.7,Taux de pauvreté : 30 à 39 ans - Yonne,D89,1742898,2015
2012,17.4,Taux de pauvreté : 30 à 39 ans - Territoire de Belfort,D90,1742899,2012
2013,19.5,Taux de pauvreté : 30 à 39 ans - Territoire de Belfort,D90,1742899,2013
2014,19.6,Taux de pauvreté : 30 à 39 ans - Territoire de Belfort,D90,1742899,2014
2015,19.6,Taux de pauvreté : 30 à 39 ans - Territoire de Belfort,D90,1742899,2015
2012,14.2,Taux de pauvreté : 30 à 39 ans - Essonne,D91,1742900,2012
2013,15.0,Taux de pauvreté : 30 à 39 ans - Essonne,D91,1742900,2013
2014,15.6,Taux de pauvreté : 30 à 39 ans - Essonne,D91,1742900,2014
2015,16.1,Taux de pauvreté : 30 à 39 ans - Essonne,D91,1742900,2015
2012,11.0,Taux de pauvreté : 30 à 39 ans - Hauts-de-Seine,D92,1742901,2012
2013,11.6,Taux de pauvreté : 30 à 39 ans - Hauts-de-Seine,D92,1742901,2013
2014,12.0,Taux de pauvreté : 30 à 39 ans - Hauts-de-Seine,D92,1742901,2014
2015,12.1,Taux de pauvreté : 30 à 39 ans - Hauts-de-Seine,D92,1742901,2015
2012,28.7,Taux de pauvreté : 30 à 39 ans - Seine-Saint-Denis,D93,1742902,2012
2013,30.4,Taux de pauvreté : 30 à 39 ans - Seine-Saint-Denis,D93,1742902,2013
2014,30.8,Taux de pauvreté : 30 à 39 ans - Seine-Saint-Denis,D93,1742902,2014
2015,30.8,Taux de pauvreté : 30 à 39 ans - Seine-Saint-Denis,D93,1742902,2015
2012,16.5,Taux de pauvreté : 30 à 39 ans - Val-de-Marne,D94,1742903,2012
2013,17.4,Taux de pauvreté : 30 à 39 ans - Val-de-Marne,D94,1742903,2013
2014,17.8,Taux de pauvreté : 30 à 39 ans - Val-de-Marne,D94,1742903,2014
2015,18.3,Taux de pauvreté : 30 à 39 ans - Val-de-Marne,D94,1742903,2015
2012,18.2,Taux de pauvreté : 30 à 39 ans - Val-d'Oise,D95,1742904,2012
2013,19.1,Taux de pauvreté : 30 à 39 ans - Val-d'Oise,D95,1742904,2013
2014,18.7,Taux de pauvreté : 30 à 39 ans - Val-d'Oise,D95,1742904,2014
2015,19.5,Taux de pauvreté : 30 à 39 ans - Val-d'Oise,D95,1742904,2015
2012,10.0,Taux de pauvreté : 50 à 59 ans - Haut-Rhin,D68,1742242,2012
2013,10.7,Taux de pauvreté : 50 à 59 ans - Haut-Rhin,D68,1742242,2013
2014,11.1,Taux de pauvreté : 50 à 59 ans - Haut-Rhin,D68,1742242,2014
2015,11.8,Taux de pauvreté : 50 à 59 ans - Haut-Rhin,D68,1742242,2015
2012,13.7,Taux de pauvreté : Ensemble - Yonne,D89,1742425,2012
2013,13.9,Taux de pauvreté : Ensemble - Yonne,D89,1742425,2013
2014,14.3,Taux de pauvreté : Ensemble - Yonne,D89,1742425,2014
2015,14.6,Taux de pauvreté : Ensemble - Yonne,D89,1742425,2015
2012,14.8,Taux de pauvreté : Ensemble - Territoire de Belfort,D90,1742426,2012
2013,15.1,Taux de pauvreté : Ensemble - Territoire de Belfort,D90,1742426,2013
2014,15.2,Taux de pauvreté : Ensemble - Territoire de Belfort,D90,1742426,2014
2015,15.1,Taux de pauvreté : Ensemble - Territoire de Belfort,D90,1742426,2015
2012,12.0,Taux de pauvreté : Ensemble - Essonne,D91,1742427,2012
2013,12.3,Taux de pauvreté : Ensemble - Essonne,D91,1742427,2013
2014,12.5,Taux de pauvreté : Ensemble - Essonne,D91,1742427,2014
2015,12.9,Taux de pauvreté : Ensemble - Essonne,D91,1742427,2015
2012,11.8,Taux de pauvreté : Ensemble - Hauts-de-Seine,D92,1742428,2012
2013,12.1,Taux de pauvreté : Ensemble - Hauts-de-Seine,D92,1742428,2013
2014,12.2,Taux de pauvreté : Ensemble - Hauts-de-Seine,D92,1742428,2014
2015,12.4,Taux de pauvreté : Ensemble - Hauts-de-Seine,D92,1742428,2015
2012,26.9,Taux de pauvreté : Ensemble - Seine-Saint-Denis,D93,1742429,2012
2013,27.8,Taux de pauvreté : Ensemble - Seine-Saint-Denis,D93,1742429,2013
2014,28.6,Taux de pauvreté : Ensemble - Seine-Saint-Denis,D93,1742429,2014
2015,29.0,Taux de pauvreté : Ensemble - Seine-Saint-Denis,D93,1742429,2015
2012,15.3,Taux de pauvreté : Ensemble - Val-de-Marne,D94,1742430,2012
2013,15.8,Taux de pauvreté : Ensemble - Val-de-Marne,D94,1742430,2013
2014,16.2,Taux de pauvreté : Ensemble - Val-de-Marne,D94,1742430,2014
2015,16.8,Taux de pauvreté : Ensemble - Val-de-Marne,D94,1742430,2015
2012,16.2,Taux de pauvreté : Ensemble - Val-d'Oise,D95,1742431,2012
2013,16.7,Taux de pauvreté : Ensemble - Val-d'Oise,D95,1742431,2013
2014,16.6,Taux de pauvreté : Ensemble - Val-d'Oise,D95,1742431,2014
2015,17.1,Taux de pauvreté : Ensemble - Val-d'Oise,D95,1742431,2015
2012,5.9,Taux de pauvreté : 60 à 74 ans - Ille-et-Vilaine,D35,1742454,2012
2013,5.2,Taux de pauvreté : 60 à 74 ans - Ille-et-Vilaine,D35,1742454,2013
2014,5.4,Taux de pauvreté : 60 à 74 ans - Ille-et-Vilaine,D35,1742454,2014
2015,5.6,Taux de pauvreté : 60 à 74 ans - Ille-et-Vilaine,D35,1742454,2015
2012,9.1,Taux de pauvreté : 60 à 74 ans - Indre,D36,1742455,2012
2013,8.5,Taux de pauvreté : 60 à 74 ans - Indre,D36,1742455,2013
2014,8.8,Taux de pauvreté : 60 à 74 ans - Indre,D36,1742455,2014
2015,8.8,Taux de pauvreté : 60 à 74 ans - Indre,D36,1742455,2015
2012,7.1,Taux de pauvreté : 60 à 74 ans - Indre-et-Loire,D37,1742456,2012
2013,6.6,Taux de pauvreté : 60 à 74 ans - Indre-et-Loire,D37,1742456,2013
2014,6.8,Taux de pauvreté : 60 à 74 ans - Indre-et-Loire,D37,1742456,2014
2015,7.1,Taux de pauvreté : 60 à 74 ans - Indre-et-Loire,D37,1742456,2015
2012,7.7,Taux de pauvreté : 60 à 74 ans - Isère,D38,1742457,2012
2013,7.0,Taux de pauvreté : 60 à 74 ans - Isère,D38,1742457,2013
2014,7.1,Taux de pauvreté : 60 à 74 ans - Isère,D38,1742457,2014
2015,6.9,Taux de pauvreté : 60 à 74 ans - Isère,D38,1742457,2015
2012,9.7,Taux de pauvreté : 60 à 74 ans - Meuse,D55,1742474,2012
2013,8.8,Taux de pauvreté : 60 à 74 ans - Meuse,D55,1742474,2013
2014,8.9,Taux de pauvreté : 60 à 74 ans - Meuse,D55,1742474,2014
2015,9.6,Taux de pauvreté : 60 à 74 ans - Meuse,D55,1742474,2015
2012,6.2,Taux de pauvreté : 60 à 74 ans - Morbihan,D56,1742475,2012
2013,5.8,Taux de pauvreté : 60 à 74 ans - Morbihan,D56,1742475,2013
2014,6.0,Taux de pauvreté : 60 à 74 ans - Morbihan,D56,1742475,2014
2015,6.1,Taux de pauvreté : 60 à 74 ans - Morbihan,D56,1742475,2015
2012,9.8,Taux de pauvreté : 60 à 74 ans - Moselle,D57,1742476,2012
2013,8.9,Taux de pauvreté : 60 à 74 ans - Moselle,D57,1742476,2013
2014,8.8,Taux de pauvreté : 60 à 74 ans - Moselle,D57,1742476,2014
2015,9.0,Taux de pauvreté : 60 à 74 ans - Moselle,D57,1742476,2015
2012,9.6,Taux de pauvreté : 60 à 74 ans - Nièvre,D58,1742477,2012
2013,8.8,Taux de pauvreté : 60 à 74 ans - Nièvre,D58,1742477,2013
2014,9.1,Taux de pauvreté : 60 à 74 ans - Nièvre,D58,1742477,2014
2015,9.2,Taux de pauvreté : 60 à 74 ans - Nièvre,D58,1742477,2015
2012,12.7,Taux de pauvreté : 60 à 74 ans - Nord,D59,1742478,2012
2013,11.1,Taux de pauvreté : 60 à 74 ans - Nord,D59,1742478,2013
2014,11.4,Taux de pauvreté : 60 à 74 ans - Nord,D59,1742478,2014
2015,11.5,Taux de pauvreté : 60 à 74 ans - Nord,D59,1742478,2015
2012,9.0,Taux de pauvreté : 60 à 74 ans - Oise,D60,1742479,2012
2013,8.1,Taux de pauvreté : 60 à 74 ans - Oise,D60,1742479,2013
2014,8.4,Taux de pauvreté : 60 à 74 ans - Oise,D60,1742479,2014
2015,8.3,Taux de pauvreté : 60 à 74 ans - Oise,D60,1742479,2015
2012,9.4,Taux de pauvreté : 60 à 74 ans - Orne,D61,1742480,2012
2013,8.4,Taux de pauvreté : 60 à 74 ans - Orne,D61,1742480,2013
2014,8.3,Taux de pauvreté : 60 à 74 ans - Orne,D61,1742480,2014
2015,8.8,Taux de pauvreté : 60 à 74 ans - Orne,D61,1742480,2015
2012,11.5,Taux de pauvreté : 60 à 74 ans - Pas-de-Calais,D62,1742481,2012
2013,10.1,Taux de pauvreté : 60 à 74 ans - Pas-de-Calais,D62,1742481,2013
2014,10.3,Taux de pauvreté : 60 à 74 ans - Pas-de-Calais,D62,1742481,2014
2015,10.6,Taux de pauvreté : 60 à 74 ans - Pas-de-Calais,D62,1742481,2015
2012,8.2,Taux de pauvreté : 60 à 74 ans - Puy-de-Dôme,D63,1742482,2012
2013,7.5,Taux de pauvreté : 60 à 74 ans - Puy-de-Dôme,D63,1742482,2013
2014,7.6,Taux de pauvreté : 60 à 74 ans - Puy-de-Dôme,D63,1742482,2014
2015,7.8,Taux de pauvreté : 60 à 74 ans - Puy-de-Dôme,D63,1742482,2015
2012,7.3,Taux de pauvreté : 60 à 74 ans - Pyrénées-Atlantiques,D64,1742483,2012
2013,6.9,Taux de pauvreté : 60 à 74 ans - Pyrénées-Atlantiques,D64,1742483,2013
2014,7.2,Taux de pauvreté : 60 à 74 ans - Pyrénées-Atlantiques,D64,1742483,2014
2015,7.2,Taux de pauvreté : 60 à 74 ans - Pyrénées-Atlantiques,D64,1742483,2015
2012,8.7,Taux de pauvreté : 60 à 74 ans - Hautes-Pyrénées,D65,1742484,2012
2013,8.4,Taux de pauvreté : 60 à 74 ans - Hautes-Pyrénées,D65,1742484,2013
2014,9.0,Taux de pauvreté : 60 à 74 ans - Hautes-Pyrénées,D65,1742484,2014
2015,9.1,Taux de pauvreté : 60 à 74 ans - Hautes-Pyrénées,D65,1742484,2015
2012,13.6,Taux de pauvreté : 60 à 74 ans - Pyrénées-Orientales,D66,1742485,2012
2013,12.9,Taux de pauvreté : 60 à 74 ans - Pyrénées-Orientales,D66,1742485,2013
2014,13.2,Taux de pauvreté : 60 à 74 ans - Pyrénées-Orientales,D66,1742485,2014
2015,12.6,Taux de pauvreté : 60 à 74 ans - Pyrénées-Orientales,D66,1742485,2015
2012,7.4,Taux de pauvreté : 60 à 74 ans - Bas-Rhin,D67,1742486,2012
2013,6.8,Taux de pauvreté : 60 à 74 ans - Bas-Rhin,D67,1742486,2013
2014,7.0,Taux de pauvreté : 60 à 74 ans - Bas-Rhin,D67,1742486,2014
2015,7.6,Taux de pauvreté : 60 à 74 ans - Bas-Rhin,D67,1742486,2015
2012,8.1,Taux de pauvreté : 60 à 74 ans - Haut-Rhin,D68,1742487,2012
2013,7.3,Taux de pauvreté : 60 à 74 ans - Haut-Rhin,D68,1742487,2013
2014,7.4,Taux de pauvreté : 60 à 74 ans - Haut-Rhin,D68,1742487,2014
2015,7.9,Taux de pauvreté : 60 à 74 ans - Haut-Rhin,D68,1742487,2015
2012,9.6,Taux de pauvreté : 60 à 74 ans - Rhône,D69,1742488,2012
